State of Oregon Department of Environmental Quality,,,,,,,,,,
"Underground Storage Tank Facility List as of July 1, 2024",,,,,,,,,,
"Sorted by Zip Code, then by Facility Name",,,,,,,,,,
ID,FACILITY NAME,ADDRESS,CITY,ZIP,PHONE ,PERMITTEE,"#
ALL
Tank","#
ACTIVETANK","#
DECOMM
Tank","#
PERMITTank"
12312,"HASCO STATIONS, LLC #8055",969 NE 7TH STREET,REDMOND,97756,714-761-5426,Salaheddin F Hassan,3,3,,3
12245,HIGH COUNTRY DISPOSAL,1090 NE HEMLOCK,REDMOND,97756,619-576-9721,Kristin Steiner,1,1,,1
12156,IMPACT SIGNS,334 SW GLACIER AVE,REDMOND,97756,(541) 548-6220,HELEN E. MOOR,1,,1,
4349,IVANCOVICH HOMES INC,1690 N 6TH ST,REDMOND,97756,(503) 548-3221,"IVAN M IVANCOVICH JR, PRESIDENT",1,,1,
6673,JIM & LINDA WILSON,1686 NE NEGUS WAY,REDMOND,97756,(541) 548-8365,JAMES L. WILSON,2,,2,
4290,JIM MARSHALL,625 S 5TH ST,REDMOND,97756,(503) 661-1244,,4,,4,
12249,JOHN F. RAGLAND,1332 SW EVERGREEN AVE,REDMOND,97756,541-548-2833,JOHN RAGLAND,1,,1,
9941,JUNIPER GOLF CLUB,139 SE SISTERS AVE,REDMOND,97756,(503)503-548-4993,"W WAYNE VAN MATRE, GROUNDS SUPER",1,,1,
8997,LARKIN TRACTOR CO,511 S CANAL,REDMOND,97756,(503)548-2689,"FRANK OWEN, PARTNER",3,,3,
4292,LEATHERS OIL COMPANY,1210 W HIGHLAND,REDMOND,97756,(503) 661-1244,"LILA LEATHERS, OWNER",3,,3,
7085,LONE PINE QUARRY,PO BOX 728,REDMOND,97756,(503)548-2710,"PAT DEAN, PRESIDENT",1,,1,
5329,MAX MILLS,1392 S HIGHWAY 97,REDMOND,97756,(503) 389-2141,,7,,7,
2885,MIDSTATE FERTILIZER COMPANY,120 SE GLACIER,REDMOND,97756,(503) 548-2318,"KENNETH C JOHNSON, MANAGER",1,,1,
4166,MILLER LUMBER COMPANY,2800 S HWY 97,REDMOND,97756,(503)382-2022,"WILLIAM E MILLER, PRESIDENT",1,,1,
2798,NEWHOUSE MFG COMPANY INC,1048 N 6TH,REDMOND,97756,(503) 548-1055,NEWHOUSE MFG CO INC,1,,1,
12246,NISWONGER - REYNOLDS FUNERAL HOME,717 SW 6TH ST,REDMOND,97756,541-388-6329,MIKE DARLING,2,,2,
12724,NORTH REDMOND TRAVEL CENTER,401 NW QUINCE AVE,REDMOND,97756,(509) 834-1424,KNUSHDIP HANS,4,4,,4
11162,NW FARM CREDIT SERVICES ACA,559 S 7TH ST,REDMOND,97756,(503)548-2126,"H LEON BIGGERS, BRANCH MANAGER",1,,1,
9280,OBSIDIAN MIDDLE SCHOOL,1335 SW OBSIDIAN,REDMOND,97756,(503)923-5437X291,"DONALD WILLIAMS, SUPERVISOR",1,,1,
7840,ON RISBERG TRUCK LINE SITE,135 E EVERGREEN,REDMOND,97756,(503) 923-7115,"DICK ELMER, TERMINAL MANAGER",2,,2,
9880,OPPORTUNITY CENTER OF CENTRAL OREGON,HWY 126,REDMOND,97756,(503) 548-2822,"JOHN HALSTEAD, EXEC DIR",1,,1,
9863,P A AUTOMOTIVE,111 NW 6TH,REDMOND,97756,(503)548-6026,"JOHN RYAN, OWNER",3,,3,
6638,P G T  REDMOND MAINTENANCE BASE,213 W SISTERS AVE,REDMOND,97756,(503) 548-4110,"GARY MCKINNEY, AREA SUPERINTENDANT",2,,2,
7210,PAPE BROTHERS INC,838 NW 5TH ST,REDMOND,97756,(503)342-1234,"GARY PAPE, EXECUTIVE VP",1,,1,
8403,POLAR BEAR GAS AND WASH,722 NW 6TH,REDMOND,97756,(541) 306-7635,Craig Hunt,8,4,4,4
11449,PRECISION ELECTRIC & MACHINE,655 SE SISTERS AVE,REDMOND,97756,(503) 389-3178,JOHN MASTERS,1,,1,
11784,PRIME EQUIPMENT #572,2333 S HWY 97,REDMOND,97756,(281)647-5020,CARL STASZAK,2,,2,
5815,QWEST CORPORATION dba CENTURYLINK QC (R0,1667 SE Veterans Way,REDMOND,97756,(253) 372-5184,Joe Robertson,2,,2,
11787,QWEST CORPORATION dba CENTURYLINK QC (R0,313 SW 6TH ST,REDMOND,97756,(253) 372-5184,Joe Robertson,1,1,,1
12700,REDMOND 539,3709 SW 21ST PL,REDMOND,97756,(760) 518-8568,HOWARD J. BODE,3,3,,3
600,REDMOND ARMORY /OMS,822 SW HIGHLAND AVE,REDMOND,97756,(503)378-3914,"B N SCHRIEVER, INSTALLATIONS OFFICER",2,,2,
7015,REDMOND CANNED FOODS,798 N 5TH ST,REDMOND,97756,(503)548-1662,"ROBERT L DOWNS, OWNER",1,,1,
8891,REDMOND CARDLOCK,2310 NW HWY 97,REDMOND,97756,(503) 475-2177,RANDY MOSS,4,,4,
9022,REDMOND CARDLOCK,2057 SW HWY 97,REDMOND,97756,(541) 281-3833,Todd Roark,2,2,,2
8910,REDMOND CFN,244 E ANTLER BLVD,REDMOND,97756,(503) 447-6581,Marti Sharp-Sommer,3,3,,3
4277,REDMOND EXXON,1218 NW 6TH ST,REDMOND,97756,(503)548-1775,HENRY D HAHN,4,,4,
4825,REDMOND FLIGHT SERVICE STATION,1021 SE SISTERS AVE,REDMOND,97756,(503)548-3252,"RONALD TERRY, SFO MANAGER",1,,1,
4850,REDMOND FUEL STOP,712 SW 5TH,REDMOND,97756,(541) 296-3515,Alex Hattenhauer,8,3,5,3
6814,REDMOND OIL LLC,109 SW 6TH ST,REDMOND,97756,(503) 639-5800,Rohit Sharma,6,3,3,3
4818,REDMOND RCAG,SE 1/4S SEC 7 & 8,REDMOND,97756,(503) 548-3252,"RONALD TERRY, SFO MANAGER",1,,1,
9121,REDMOND SCHOOL DISTRICT - BUS SHOP,245 SW RIMROCK,REDMOND,97756,(503) 923-5437,"DONALD WILLIAMS, TRANSPORTATION SUPER",1,,1,
2467,REDMOND SHELL #83,516 SW 5TH,REDMOND,97756,(541) 758-1500,Tom Lathrop,8,3,5,3
8026,REDMOND SUBSTATION,3655 W HWY 126,REDMOND,97756,(509)522-6239,"ORION L ALBRO, AREA OFFICE SUPER",3,,3,
5328,REDMOND TIGER MART,1638 S HWY 97,REDMOND,97756,(503)548-6229,RICK TUCKER,3,,3,
9474,REDMOND VETERINARY CLINIC,1785 NE 6TH ST,REDMOND,97756,(503) 548-1048,,1,,1,
4821,REDMOND VORTAC,W 1/2 SEC 21,REDMOND,97756,(503) 548-3252,"RONALD TERRY, SFO MANAGER",1,,1,
1880,"REDMOND, CITY OF - VEHICLE FUEL STORAGE",875 SE SISTERS AVE,REDMOND,97756,(503)548-6068,STANLEY STEVENSON,4,,4,
1884,"REDMOND, CITY OF - WATER TREATMENT PLANT",2916 SW 31ST ST,REDMOND,97756,(503)548-6068,STAN STEVENSON,3,,3,
12443,RITE AID #5394 (OLD C.E.C. BLDG),1550 SW HIGHLAND AVE,REDMOND,97756,(503) 520-7218,GEOFF MOSS,1,,1,
10852,RON'S OIL EXXON #11,2337 HWY 97,REDMOND,97756,(503)3965571,"RON LAFRANCHI, OWNER",3,3,,3
6810,SOUTH PACIFIC PROPERTY LLC,612 SW 5TH ST,REDMOND,97756,(541) 758-1500,John Truax,7,,7,
11820,ST. CHARLES MEDICAL CENTER - REDMOND,1253 NW CANAL BLVD,REDMOND,97756,(541) 526-6543,Brad Giesking,4,2,2,2
2195,THOMAS SALES & SERVICE,112 S 6TH ST,REDMOND,97756,(503)548-6127,"TOM JACKSON, GENERAL MANAGER",1,,1,
5135,TOWNE PUMP #82,826 NW 5TH ST,REDMOND,97756,(541) 758-1500,Tom Lathrop,6,3,2,3
6921,TRUAX CORP #82,HWY 97,REDMOND,97756,(503) 758-1500,"JOHN TRUAX, PRESIDENT",2,,2,
7792,US ARMY COTEF T-SITE,MCCAFFERTY RD,REDMOND,97756,(503) 923-0832,"RUSSELL ELLIOTT, MAINTENANCE SUPERVISOR",3,,3,
6068,US WEST (010242),BEND BOULTERS ROAD,REDMOND,97756,(503) 242-6091,WILLIAM ARCHER,2,,2,
1914,USDA FOREST SERVICE DESCHUTES NF REDMOND,1740 SE OCHOCO WAY,REDMOND,97756,(503)548-5071,"DAVID BOHNING, MAINTENANCE ENGINEER",2,,2,
5894,WESTSIDE ONE STOP CHEVRON,1535 SW HIGHLAND AVE,REDMOND,97756,(541) 923-8881,"GREG JENSEN, OWNER",6,3,3,3
8005,WRIGHT FORD INC,1835 SW HWY 97,REDMOND,97756,(503)548-2138,"SHERM WRIGHT, PRESIDENT",2,,2,
7749,OR STATE HWY 4-11 ALKALI LAKE,50 MILES S OF RILEY,RILEY,97758,(503)883-5662,"CLAYTON CURTIS, HWY MAINT SUPERVISOR B",4,,4,
6933,RILEY STORE,HWY 20,RILEY,97758,(206) 892-4073,DON MACOMBER,3,,3,
8701,SWEETWATER CAFE & SERVICE STATION,"BOX 400, ALKALI STAR RT",RILEY,97758,(541) 447-7258,Jerry Evans,1,,,
610,WAGONTIRE CAFE,HC 74 BOX 500,RILEY,97758,(503)493-2317,"JETT BLACKBURN, OWNER",3,,3,
808,3 SISTERS FUEL STOP,210 E. CASCADE ST.,SISTERS,97759,(541) 296-3515,Alex Hattenhauer,8,4,4,4
6854,AT&T - HOODOO BUTTE TD-3,LAT 45-24-03N LON 121-52-57W,HOODOO,97759,(503)389-3126,"R M GRIFFETH, OPERATIONS SUPERVISOR",2,,2,
5379,BARCLAY LOGGING CO INC,PO BOX 40,SISTERS,97759,(503)549-3666,BARCLAY LOGGING CO INC,2,,2,
4253,BLACK BUTTE RANCH CORPORATION,71233 FIDDLENECK LANE,SISTERS,97759,(541) 595-1526,"JEFF KESSEl, RANCH MAINTENANCE MANAGER",14,,14,
8816,BLUE LAKE RESORT,"STAR RT, BOX 13900, E END OF BLUE LAKE",SISTERS,97759,5035956671,"KEN W LOVEGREN, PRESIDENT",1,,1,
9799,CAMP TAMARACK,DARK LAKE,SISTERS,97759,(503)595-6665,"SUE SHERMAN, OWNER",1,,1,
3108,CITY OF SISTERS,150 N FIR ST,SISTERS,97759,(503) 549-6022,"BECKY LU BROWN, RECORDER/TREASURER",2,,2,
9032,"CYRUS, WILLARD H",17430 HIGHWAY 126,SISTERS,97759,(503) 548-3419,"WILLARD CYRUS, OWNER",1,,1,
10735,FORMER TEXACO,400 HOOD ST,SISTERS,97759,(503)549-9700,"RONALD BROADDUS, OWNER",3,,3,
4231,HOODOO SKI BOWL,"BOX 20, HWY 20",SISTERS,97759,(503)342-5540,"DAN ATKINSON, GENERAL MANAGER",4,,4,
2736,K-C RANCH,17204 HIGHWAY 126,SISTERS,97759,(503),K-C RANCH,2,,2,
3359,OR STATE FORESTRY,221 SW WASHINGTON ST,SISTERS,97759,(503) 549-2731,"WAYNE ROWE, FOREST TECHNICAN",1,,1,
1183,OR STATE HWY 2-3 SANTIAM JCT,LINN JCT HWY 20 & 22,SISTERS,97759,(503)SANTIAM TOLL #1,"JACK WILLS, SECTION SUPERVISOR",6,,6,
948,OR STATE HWY 4-10 SISTERS,HWY 126 - W CITY LIMITS OF SISTERS,SISTERS,97759,(503)549-3422,"HOWARD BRUNSON, DISTRICT OFFICE MANAGER",3,,3,
5807,QWEST CORPORATION dba CENTURYLINK QC (R0,305 E HOOD,SISTERS,97759,(253) 372-5184,Joe Robertson,2,1,1,1
1059,SISTERS CHEVRON,462 CASCADE,SISTERS,97759,(503) 549-9193,"LOU DOBBINS, OWNER",7,,7,
8088,"SISTERS CROSSROADS SHELL, INC.",497 WEST HWY 20,SISTERS,97759,(541) 549-2014,Dudley Wolford,3,,3,
11528,SISTER'S FUEL LLC,591 E HIGWAY 20,SISTERS,97759,(503) 639-5800,Rohit Sharma,3,3,,3
12226,SISTERS MAINLINE STATION,1001 RAILWAY,SISTERS,97759,(541) 549-9404,STEVE RODGERS,3,3,,3
12459,SISTERS PACIFIC PRIDE,1075 W RAILWAY,SISTERS,97759,(541) 281-3833,Todd Roark,5,5,,5
7896,SISTERS SCHOOL DISTRICT #6,JR HIGH & ELEMENTARY SCHOOL BUS GARAGE,SISTERS,97759,(503) 549-8531,"ROBERT LUTZ, PLANT & TRANSPORTATION SUP",1,,1,
12188,SISTERS VETERINARY CLINIC,371 EAST CASCADE AVE,SISTERS,97759,(541) 312-4752,SUSAN M. CONNER,1,,1,
5332,"SPACE AGE FUEL, INC.",411 W. CASCADE Street,SISTERS,97759,(503) 212-3900,Chris Huiard,8,4,4,4
7995,SUTTLE LAKE RESORT,13300 HIGHWAY 20,SISTERS,97759,(503)595-6662,"GARY CLOW, OWNER",2,,2,
6925,TRUAX CORPORATION,ASH & CASCADE,SISTERS,97759,(503) 758-1500,"JOHN TRUAX, PRESIDENT",4,,4,
12208,"TUMALO FARMS I, LLC",68760 GEORGE CYRUS RD,SISTERS,97759,(541) 382-3489,KRIS OLSEN,1,,1,
977,UNOCAL 4223,ELM & CASCADE ST,SISTERS,97759,(503)NONE,DEALER,3,,3,
1851,USDA SISTERS DISTRICT - COMPOUND,NW QUAD INTERSEC HWY 20 & PINE ST,SISTERS,97759,(503)549-2111,"LEW WAINER, SUPERVISORY FORESTRY TECH",3,,3,
1263,BIG FALLS RANCH CO,MP 9 - LOWER BRIDGE WAY,TERREBONNE,97760,(503)548-8246,"KENNETH READ, FARMER",2,,2,
9937,CROOKED RIVER AUTOMOTIVE,CROOKED RIVER RANCH - PHASE 16 LOT 53,CROOKED RIVER,97760,(503) 548-7402,"SCOTT C LAWSON, LEASEE",4,,4,
11894,CROOKED RIVER RANCH CLUB & MAINT ASSOC.,5195 SW CLUBHOUSE ROAD,CROOKED RIVER RANCH,97760,(541)548-8939,SUSAN FLAHERTY,1,,1,
1664,DESCHUTES VALLEY EQUIPMENT INC,710 F AVE,TERREBONNE,97760,(503) 548-8385,"OWEN F LARKIN, PRESIDENT",1,,1,
1239,"H&S STATIONS, LLC #5037",8150 HWY 97N,TERREBONNE,97760,714-761-5426,Salaheddein F Hassan,6,3,3,3
12043,TERREBONNE CFN,8805 11TH STREET,TERREBONNE,97760,(503) 471-4305,Marti Sharp-Sommer,4,4,,4
363,PINE GROVE TD-2 PNGVORQ5680,LAT 45-05-14 LON 121-23-57W,WARM SPRINGS,97761,(503)389-8126,"R M GRIFFETH, OPERATIONS SUPERVISOR",1,,1,
8101,SMITH & GREENE LOGGING COMPANY,1179 SHITIKE CREEK RD,WARM SPRINGS,97761,(503) 553-1485,"WARREN RICHEY, MECHANIC",3,,3,
9326,8TH STREET CAR WASH & SERVICE STATION,801 SE COURT AVE,PENDLETON,97801,(503) 276-1921,RICHARD RUGG,2,,2,
2784,ANR FREIGHT SYSTEM,1825 WESTGATE,PENDLETON,97801,(503)276-6721,"NORMAN BROWN, TERMINAL MANAGER",1,,1,
6230,ASTRO #235,1302 SOUTHGATE,PENDLETON,97801,(503) 243-2929,Glenn Zirkle,5,4,1,4
6182,ASTRO #252,1005 SOUTHGATE,PENDLETON,97801,(503) 243-7899,"JOHN W PHIMISTER, OPERATIONS MANAGER",3,,3,
10215,"BARE BONES, INC.",1304 SW DORION,PENDLETON,97801,(503)276-4519,KEN & DIANA FLEMING,2,,2,
4631,BLUE MOUNTAIN ASPHALT CO,3819 WESTGATE AKA OLD HWY 30,PENDLETON,97801,(503) 276-9459,"ELMER W ADKINS, MANAGER",1,,1,
4539,BLUE MOUNTAIN COMMUNITY COLLEGE,2411 NW CARDEN,PENDLETON,97801,(503) 276-1260,"KEN JACOBS, SUPV. OF BUILDINGS & GROUNDS",3,,3,
7238,BLUE MT FOREST PRODUCTS INC,44112 RIETH RD,PENDLETON,97801,(503) 276-4304,"BILL SMITH, AGENT",2,,2,
11632,BLUE MT. EXPRESS FUEL STOP,4412 WESTGATE,PENDLETON,97801,541-296-5105,ALEX HATTENHAUER,3,3,,3
3298,BN RR - PENDLETON #364,MP 39 LS 451 15TH SUB,PENDLETON,97801,(503)241-6238,"B L CHRISTENSEN, FOREMAN",2,,2,
6085,BONBRIGHT OIL CO,814 SW DORIAN,PENDLETON,97801,(503)276-9879,GEORGE BONBRIGHT,6,,6,
8812,BROWN'S AUTO SALES,1101 SOUTHGATE,PENDLETON,97801,5035678455,"WILLIAM R STEWART, PROPERTY OWNER",2,,2,
6156,BYRNES OIL CO. INC.DBA PACIFIC PRIDE,1105 SW DORION AVE,PENDLETON,97801,(541) 276-3361,JIM BYRNES,8,4,4,4
6009,CABBAGE HILL - 010198,S4 T1N R34E,PENDLETON,97801,,BILL ARCHER,1,,1,
9907,CARL NESS AUTO REPAIR,238 SW COURT AVE,PENDLETON,97801,(541) 276-7341,ROY CRANE,5,,5,
2970,CARNER CHRYSLER-NISSAN,3501 WESTGATE,PENDLETON,97801,(503) 276-0330,ROCKY KAUTZ,2,,2,
10495,"CAVANAUGH, TONY - ESTATE OF",N OF HAPPY CANYON,PENDLETON,97801,(503) 276-1811,GERALD ODMAN,3,,3,
4404,COCA-COLA BOTTLING CO,410 SE 4TH,PENDLETON,97801,(503)276-4534,"RICK GARTON, SALES MANAGER",2,,2,
5221,COLUMBIA BASIN AG RES CTR/OSU,PO BOX 370,PENDLETON,97801,(503) 276-5721,"RICHARD W SMILEY, SUPERINTENDENT",1,,1,
9327,COMRIE OLDS/CADILLAC INC,511 SE COURT AVE,PENDLETON,97801,(503)276-1921,RICHARD RUGG,2,,2,
3204,CORPORATION GUARD STATION,T3N R37E SEC 16 3 MILES BINGHAM SPRINGS,PENDLETON,97801,(503)276-3811,"THOMAS T CURTISS, FLEET MANAGER",1,,1,
4158,COURT SHELL 76,712 SE COURT AVE,PENDLETON,97801,(503) 567-6819,"DELMER CRAWFORD, OWNER",8,,8,
1327,COURT STREET SHELL,335 SE COURT AVE,PENDLETON,97801,(541) 481-4876,R.G. Devin,10,3,7,3
1687,CUMMINS NW INC,223 SW 23RD,PENDLETON,97801,(503) 276-2561,"DENNIS SHIRTCLIFF, BRANCH MANAGER",1,,1,
8795,DALLAS RANCH,STAR ROUTE BOX 760,PENDLETON,97801,5032769622,DAVE DALLAS,1,,1,
1646,DAVIS EASTERN SUPPLY COMPANY,502 NE HWY 11,PENDLETON,97801,(503) 278-3261,"KEN W LARSEN, MANAGER",2,,2,
4156,DELMER CRAWFORD COMPANY,900 SW EMIGRANT ST,PENDLETON,97801,(503) 567-6819,"DELMER CRAWFORD, OWNER",1,,1,
7089,EASTERN OREGON CORRECTIONAL INSTITUTION,2500 WESTGATE,PENDLETON,97801,(541) 278-7301,Tyler Phelps,11,4,7,4
10476,EASTERN OREGON FAST FREIGHT,421 SE 6TH,PENDLETON,97801,(503) 278-2494,"JOHN RICHTER, TERMINAL MANAGER",6,,6,
10043,EASTERN OREGON PSYCHIATRIC CENTER,2600 WESTGATE,PENDLETON,97801,(503) 276-0991,"C W PALMATEER, BUSINESS MANAGER",1,,1,
10045,EASTERN OREGON TRAINING CENTER,2525 WESTGATE,PENDLETON,97801,(503) 276-0991,"C W PALMATEER, BUSINESS MANAGER",1,,1,
6510,EASTSIDE BONOCO,903 SE COURT AVE,PENDLETON,97801,(503)422-7511,"GEORGE E BONBRIGHT, OWNER",7,,7,
3936,FARM CHEMICALS,AIRPORT RD,PENDLETON,97801,(503) 566-3533,"LYNN GOADE, BRANCH MANAGER",2,,2,
6759,FARM EQUIPMENT HEADQUARTERS,AIRPORT RD,PENDLETON,97801,(503)276-6222,"DAN PALM, MANAGER",2,,2,
12695,FIRST STOP MART 9,2316 SE COURT AVE,PENDLETON,97801,(916) 715-9421,Navdeep Singh Dhaliwal,4,4,,4
4361,FLEETWOOD INDUSTRIES,121 NW 6TH,PENDLETON,97801,(541)567-6819,"DELMER CRAWFORD, OWNER",1,,,
10192,FLETCHER PROPERTY,"ROUTE 1, MISSION HWY",PENDLETON,97801,(503)276-1780,PATRICIA FLETCHER,2,,2,
5874,FLOYD'S TRUCK RANCH,I-84 EXIT 202,PENDLETON,97801,(541)276-6709,ELI STEPHENS,4,3,1,3
6932,FRANKO #68,401 SW COURT ST,PENDLETON,97801,(503)687-9200,"RON MCPHERSON, RETAIL MARKETING VP",4,,4,
9053,GENERAL AIRCRAFT SERVICES,5101 NW 'A' AVE,PENDLETON,97801,(503) 276-3554,"CARL & LINDA HAGGLUND, OWNERS",2,,2,
11020,GLACIER PARK CO - SEQUENCE #812,NW CORNER OF SW 6TH & SW EMIGRANT AVE,PENDLETON,97801,(206)467-5500,MARTHA ANAMOSA,3,,3,
9192,GLENN SHROYER,2 MILES W OF MYRICK ELEVATOR,PENDLETON,97801,(503)276-7079,"GLENN SHROYER, RENTER",3,,3,
8748,GOODYEAR,1555 SW SOUTHGATE PL,PENDLETON,97801,(503)276-4742,"JAMES BATZER, WESTERN STATES ENV SUPER",1,,1,
6457,GRAYBEAL DISTRIBUTING COMPANY,14 SW GOODWIN,PENDLETON,97801,(503) 276-2264,"JAY GRAYBEAL, PRESIDENT",2,,2,
6625,HARRIS ENTERPRISES INC,303 SW EMIGRANT,PENDLETON,97801,(503)222-4201,"STEVEN L HARRIS, TECHNICAL REP",2,,2,
10662,HARRIS FURNITURE,SW COURT AVE & SW 20TH STREET,PENDLETON,97801,(503) 680-6202,"DON F GILBERT, CHAIRMAN",7,,7,
7275,HART-SWENSON BUILDING,434 SE 3RD,PENDLETON,97801,(503)276-2125,"BOB HART, PART-OWNER",1,,1,
3041,HILL MEAT CO,1503 NW 50TH ST,PENDLETON,97801,(503)276-7621,"GEORGE W GABOURY SR, GENERAL MANAGER",4,,4,
82,"HOLEMAN, EMILE M",212 SW DORION RD,PENDLETON,97801,(503)276-5373,"EMILE M HOLEMAN, OWNER/OPERATOR",5,,5,
1771,HONDA PENDLETON,1520 SOUTHGATE,PENDLETON,97801,(503) 276-9793,"PHIL WINTER, GENERAL MANAGER",1,,1,
7076,INDIAN HILLS CHEVRON,309 SE NYE,PENDLETON,97801,541-481-4876,Rich Devin,8,4,4,4
7389,IOWA BEEF PROCESSORS,2216 SE COURT AVE,PENDLETON,97801,(503) 276-4303,"GEORGE & LAVELLE BOMBRIGHT, OWNER",6,,6,
1299,K MART #9530,850 SOUTHGATE,PENDLETON,97801,(503)276-9102,"M D SHOAFF, MANAGER",1,,1,
1699,LINDELL AUTO SALVAGE,403 NE HWY 11,PENDLETON,97801,(503) 276-5731,"JOSEPH D LINDELL, OWNER",1,,1,
10022,MELODY MUFFLER,1715 SE COURT AVE,PENDLETON,97801,(503)288-5087,JEFFREY JENKS,2,,2,
3570,NAT'L WEATHER SERVICE,PENDLETON MUNICIPAL AIRPORT,PENDLETON,97801,(503)276-4493,"PAUL DUVAL, MIC",1,,1,
8903,NYE ST. MARKET,313 NYE STREET,PENDLETON,97801,541-296-3515,ALEX HATTENHAUER,7,4,3,4
10163,OLD TEXACO STATION,1803 SW EMIGRANT,PENDLETON,97801,(503) 276-4484,DON ORTON,4,,4,
3479,OR STATE FORESTRY,1055 AIRPORT RD,PENDLETON,97801,(503)276-3491,"DAVID KING, ASSISTANT UNIT FORESTER",2,,2,
933,OR STATE HWY 5-12 PENDLETON,1216 SE BYERS,PENDLETON,97801,(503)276-8081,"ALDEN SHUMAN, SECTION SUPERVISOR",6,,6,
7855,OWL FLYING SERVICE INC,PENDLETON AIRPORT,PENDLETON,97801,(541)376-8220,"LANDIS WEST, PRESIDENT",2,,,
514,PACIFIC POWER & LIGHT,4351 WESTGATE,PENDLETON,97801,(503)276-1411,"M JIM FISHER, DIVISION LINE SUPER",1,,1,
10109,PENDLETON AUTO WRECKING,1901 SW COURT PL,PENDLETON,97801,(503)278-0069,"JOHN HAMPTON, TRUSTEE",3,,3,
2522,PENDLETON AVIATION,1604 NW 50TH DR,PENDLETON,97801,541-276-3313,LARRY RAWE,3,2,1,2
2907,PENDLETON BOTTLING COMPANY INC,4480 WESTGATE,PENDLETON,97801,(503)276-4187,"DALE DIXON, PRESIDENT",1,,1,
6151,PENDLETON BULK PLANT,1013 SW EMIGRANT,PENDLETON,97801,(541) 281-3833,Todd Roark,4,4,,4
6004,PENDLETON C O - 010196,237 SW 1ST ST,PENDLETON,97801,,BILL ARCHER,2,,2,
581,PENDLETON DISTRICT OFFICE,"ROUTE 1, BOX 18",PENDLETON,97801,(503)276-2344,"BRUCE A LEMBERGER, AREA MANAGER",1,,1,
11609,PENDLETON ELECTRIC CO.,1802 SW EMIGRANT,PENDLETON,97801,(541)276-2672,KEVIN HALE,2,,2,
5576,PENDLETON FIRE DEPARTMENT,911 SW COURT AVE,PENDLETON,97801,(503) 276-1442,CITY OF PENDLETON FIRE DEPARTMENT,2,,2,
4706,PENDLETON FLOUR MILLS INC,504 SE 3RD ST,PENDLETON,97801,(503) 276-6511,"MICHAEL H ELLIS, MILLING SUPERINTENDENT",1,,1,
4707,PENDLETON FLOUR MILLS INC,501 SE EMIGRANT AVE,PENDLETON,97801,(503) 276-6511,"MICHAEL H ELLIS, MILLING SUPERINTENDENT",1,,1,
9505,PENDLETON FORD,2225 EASTGATE,PENDLETON,97801,(503) 276-3131,"DAVE RABER, DEALER",2,,2,
7394,PENDLETON FUEL & GO LLC,1704 SW EMIGRANT AVE,PENDLETON,97801,(360) 567-9077,Amardeep Singh,6,3,3,3
6150,PENDLETON GRAIN GROWERS,1003 SW DORION,PENDLETON,97801,(503) 276-7611,"AL MORRIS, PETROLEUM DEPARTMENT MANAGER",1,,1,
6160,PENDLETON GRAIN GROWERS,1000 SW DORION,PENDLETON,97801,(503)276-7611,"AL MORRIS, PETROLEUM DEPARTMENT MANAGER",2,,2,
6157,PENDLETON GRAIN GROWERS INC,127 NW 46TH,PENDLETON,97801,(503)276-7611,"JAMES BROWN, SEED/FERT/CHEM/DIVISION MGR",3,,3,
2335,PENDLETON IRON WORKS,611 SE DORION,PENDLETON,97801,(503)276-1963,"R T WILSON, OWNER",1,,1,
5642,PENDLETON MUNICIPAL AIRPORT,AIRPORT,PENDLETON,97801,(503)276-7754,"MICHAEL HATT, AIRPORT MANAGER",4,,3,
8974,PENDLETON READY MIX INC,PO BOX 402,PENDLETON,97801,(503) 276-6951,"JAYNE L CLARKE, SECRETARY/TREASURER",1,,1,
6387,PENDLETON SOC - 010844,306 NE 34TH,PENDLETON,97801,,BILL ARCHER,1,,1,
8025,PENDLETON SUBSTATION,HWY 11,PENDLETON,97801,(593)522-6239,"ORION L ALBRO, AREA OFFICE SUPER",2,,2,
8713,PENDLETON TRUCK & TRACTOR,611 NE HWY 11,PENDLETON,97801,(503),LYNNE TIMMERMANN,3,,,
8413,PENDLETON TRUSS & LUMBER INC,BIRCH CREEK RD,PENDLETON,97801,(503) 276-9760,"ROBERT KELLY JR, MANAGER",3,,3,
7567,PENDLETON VORTAC - 690413E1,HWY I84,PENDLETON,97801,(503) 522-6380,"RAYMOND L TYRRELL, MANAGER",1,,1,
8165,"PENDLETON, CITY OF",1501 SE BYERS AVE,PENDLETON,97801,(503)276-3078,"JERRY LEGORE, PWS",3,,3,
1662,PIONEER IMPLEMENT CORP,5401 NW RIETH RD,PENDLETON,97801,(503) 276-6341,"ROBERT BLANC, GENERAL MANAGER",2,,2,
2860,PRICE-LESS GAS - BULK PLANT,1605 SE COURT PL,PENDLETON,97801,(208)377-0024,"MARLA J GARDNER, OPERATIONS MANAGER",1,,1,
2402,QUALITY CLEANERS,421 S MAIN,PENDLETON,97801,(503) 276-2142,"FRANKLYN C REED, OWNER/MANAGER",1,,1,
8425,RAY'S HEATING & REFRIGERATION,8 SE 15TH DR,PENDLETON,97801,(503) 276-4156,RAY C AYERS,1,,1,
6010,REITH RIDGE - 010199,S1 T1N R30E,PENDLETON,97801,,BILL ARCHER,1,,1,
