ProgramEnforcementNumber,RegulatoryProgramIdentifier,Region,Facility,Facility_ID,Address,ProgramID,Enforcement_Type,PenaltyAmount,ViolationId,DEQViolationClassCode,ViolationReference,ViolationDetailDescription,ViolationDetailTypeName,InspectionStartDate,EnforcementIssueDate,ClosedDate
2024-FC-9319,UndergroundStorageTanks,ALL,97 MARKET,267,"3730 HWY 97N KLAMATH FALLS, OR 97601",18-267-2024-OPER,Field Citation,500,20096,I,340-150-0310(8)(b),Failure to test spill prevention equipment at least once every 3 years,(C1e) Spill and Overfill Prevention,11/1/23,5/29/24,NULL
2024-FC-9325,UndergroundStorageTanks,ER,EDDIE'S TRUCK & AUTO,11683,"740 HIGHWAY 20 SOUTH HINES, OR 97738",13-11683-2024-OPER,Field Citation,750,20108,I,340-150-0160(4),"Installing an UST system, including connected piping, in violation of any rule adopted by the Department.",(B1a) Installation of USTs and Piping,10/2/23,5/30/24,NULL
2024-FC-9325,UndergroundStorageTanks,ER,EDDIE'S TRUCK & AUTO,11683,"740 HIGHWAY 20 SOUTH HINES, OR 97738",13-11683-2024-OPER,Field Citation,750,20109,I,340-150-0320(3),"Failure to protect from corrosion any part of an UST system, including connected piping and fittings, that routinely contains a regulated substance.",(D1a) Corrosion Protection - TCR,10/2/23,5/30/24,NULL
2024-FC-9325,UndergroundStorageTanks,ER,EDDIE'S TRUCK & AUTO,11683,"740 HIGHWAY 20 SOUTH HINES, OR 97738",13-11683-2024-OPER,Field Citation,750,20110,I,340-150-0400(1)(a),Failure to operate or maintain a method or combination of methods for release detection such that the method can detect a release from any portion of the pressurized piping.,(H2.2) Release Detection Pressure Piping - TCR,10/2/23,5/30/24,NULL
2024-FC-9328,UndergroundStorageTanks,ALL,PACIFIC PRIDE CARDLOCK,697,"978 SPRING ST KLAMATH FALLS, OR 97601",18-697-2024-OPER,Field Citation,1500,20117,I,340-150-0360(1) (a) & (b),Failure to inspect internal lining at 10 years after installation or every 5 years thereafter.,(F1b) Internally Lined Tanks - TCR,11/1/23,5/30/24,NULL
2024-FC-9336,UndergroundStorageTanks,ER,MADISON MARKET,11445,"5800 S 6TH ST KLAMATH FALLS, OR 97601",18-11445-2024-OPER,Field Citation,800,20127,I,340-150-0400(1)(a) 340-150-0008(8),Failure to operate or maintain a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(G2) General Release Detection - TCR,11/1/23,6/3/24,NULL
2024-FC-9336,UndergroundStorageTanks,ER,MADISON MARKET,11445,"5800 S 6TH ST KLAMATH FALLS, OR 97601",18-11445-2024-OPER,Field Citation,800,20128,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,11/1/23,6/3/24,NULL
2024-FC-9336,UndergroundStorageTanks,ER,MADISON MARKET,11445,"5800 S 6TH ST KLAMATH FALLS, OR 97601",18-11445-2024-OPER,Field Citation,800,20129,I,340-150-0310(8)(b),Failure to test spill prevention equipment at least once every 3 years,(C1e) Spill and Overfill Prevention,11/1/23,6/3/24,NULL
2024-FC-9336,UndergroundStorageTanks,ER,MADISON MARKET,11445,"5800 S 6TH ST KLAMATH FALLS, OR 97601",18-11445-2024-OPER,Field Citation,800,20130,I,340-150-0465(6),Failure to keep the most recent 12 consecutive months of interstitial monitoring records for review and inspection.,(J8.5c) Interstitial - TCR,11/1/23,6/3/24,NULL
2024-FC-9337,UndergroundStorageTanks,ER,WASHBURN MARKET,703,"3301 Washburn Way Klamath Falls, OR 97603",18-703-2024-OPER,Field Citation,150,20131,II,340-150-0310(2)(b),Failure to operate or maintain overfill prevention equipment so that it properly alerts as fuel is deposited when the UST is no more than 90% full by restricting flow or by triggering functional high level alarm.,(C4a-c) Spill and Overfill Prevention - TCR,11/1/23,6/3/24,NULL
2024-FC-9337,UndergroundStorageTanks,ER,WASHBURN MARKET,703,"3303 WASHBURN WAY KLAMATH FALLS, OR 97601",18-703-2024-OPER,Field Citation,150,20131,II,340-150-0310(2)(b),Failure to operate or maintain overfill prevention equipment so that it properly alerts as fuel is deposited when the UST is no more than 90% full by restricting flow or by triggering functional high level alarm.,(C4a-c) Spill and Overfill Prevention - TCR,11/1/23,6/3/24,NULL
2024-FC-9339,UndergroundStorageTanks,ER,GOOD SHEPHERD MEDICAL CENTER,11827,"610 NW 11TH HERMISTON, OR 97838",30-11827-2024-OPER,Field Citation,950,20133,I,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,12/20/23,6/3/24,NULL
2024-FC-9339,UndergroundStorageTanks,ER,GOOD SHEPHERD MEDICAL CENTER,11827,"610 NW 11TH HERMISTON, OR 97838",30-11827-2024-OPER,Field Citation,950,20134,I,340-150-0310(8)(b),Failure to test spill prevention equipment at least once every 3 years,(C1e) Spill and Overfill Prevention,12/20/23,6/3/24,NULL
2024-FC-9339,UndergroundStorageTanks,ER,GOOD SHEPHERD MEDICAL CENTER,11827,"610 NW 11TH HERMISTON, OR 97838",30-11827-2024-OPER,Field Citation,950,20135,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,12/20/23,6/3/24,NULL
2024-FC-9339,UndergroundStorageTanks,ER,GOOD SHEPHERD MEDICAL CENTER,11827,"610 NW 11TH HERMISTON, OR 97838",30-11827-2024-OPER,Field Citation,950,20136,I,340-150-0400(1)(a) 340-150-0008(8),Failure to operate or maintain a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(G2) General Release Detection - TCR,12/20/23,6/3/24,NULL
2024-FC-9339,UndergroundStorageTanks,ER,GOOD SHEPHERD MEDICAL CENTER,11827,"610 NW 11TH HERMISTON, OR 97838",30-11827-2024-OPER,Field Citation,950,20137,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,12/20/23,6/3/24,NULL
2024-FC-9339,UndergroundStorageTanks,ER,GOOD SHEPHERD MEDICAL CENTER,11827,"610 NW 11TH HERMISTON, OR 97838",30-11827-2024-OPER,Field Citation,950,20138,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,12/20/23,6/3/24,NULL
2024-FC-9344,UndergroundStorageTanks,ER,COUNTRY VILLA MARKET,8546,"4449 HOMEDALE RD KLAMATH FALLS, OR 97603",18-8546-2024-OPER,Field Citation,300,20145,I,340-150-0310(1),"Failure to repair or replace spill prevention device that is not properly maintained, is defective, is damaged or may have been tampered with in a manner that prevents proper operation.",(C1c) Spill and Overfill Prevention - TCR,12/8/23,6/7/24,NULL
2024-FC-9345,UndergroundStorageTanks,WR,FLORENCE PACIFIC PRIDE,3643,"2175 HWY 101N FLORENCE, OR 97439",20-3643-2024-OPER,Field Citation,300,20147,I,340-150-0325(2)(b),Failure to conduct the last two 3-year inspections/tests of corrosion protection system,(D5b) Corrosion Protection - TCR,12/20/23,6/7/24,NULL
2024-FC-9345,UndergroundStorageTanks,WR,FLORENCE PACIFIC PRIDE,3643,"2175 HWY 101N FLORENCE, OR 97439",20-3643-2024-OPER,Field Citation,300,20148,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,12/20/23,6/7/24,NULL
2024-FC-9345,UndergroundStorageTanks,WR,FLORENCE PACIFIC PRIDE,3643,"2175 HWY 101N FLORENCE, OR 97439",20-3643-2024-OPER,Field Citation,300,20149,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,12/20/23,6/7/24,NULL
2024-FC-9370,UndergroundStorageTanks,NWR,WAVERLY MARINA ASSOCIATION,7653,"513 SE MARION ST PORTLAND, OR 97202",26-7653-2024-OPER,Field Citation,1150,20185,I,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,5/1/24,6/17/24,NULL
2024-FC-9370,UndergroundStorageTanks,NWR,WAVERLY MARINA ASSOCIATION,7653,"513 SE MARION ST PORTLAND, OR 97202",26-7653-2024-OPER,Field Citation,1150,20186,I,340-150-0410(3),Failure to perform annual line tightness test on pressurized piping or test cannot detect a 0.1 gph leak rate at 1.5 times operating pressure,(H2.7) Release Detection Pressure Piping - TCR,5/1/24,6/17/24,NULL
2024-FC-9370,UndergroundStorageTanks,NWR,WAVERLY MARINA ASSOCIATION,7653,"513 SE MARION ST PORTLAND, OR 97202",26-7653-2024-OPER,Field Citation,1150,20187,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,5/1/24,6/17/24,NULL
2024-FC-9370,UndergroundStorageTanks,NWR,WAVERLY MARINA ASSOCIATION,7653,"513 SE MARION ST PORTLAND, OR 97202",26-7653-2024-OPER,Field Citation,1150,20188,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,5/1/24,6/17/24,NULL
2024-FC-9371,UndergroundStorageTanks,NWR,AT&T PORTLAND (ORK037),6505,"819 SW OAK ST PORTLAND, OR 97205-3714",26-6505-2024-OPER,Field Citation,150,20193,II,340-150-0135 (2),"Failure to allow access at reasonable time to interview persons, inspect equipment and site conditions, collect samples, take still or video pictures, conduct an investigation or review and copy records.",(A14) General Permit Requirements,5/1/24,6/18/24,NULL
2024-FC-9388,UndergroundStorageTanks,ER,METOLIUS MARKET LLC,11959,"3777 SW CULVER HWY METOLIOUS, OR 97741-8818",16-11959-2019-TEMP,Field Citation,1400,20216,I,340-151-0010,Failure to establish or maintain a required financial responsibility mechanism.,(A4a) General Permit Requirements,5/29/24,6/28/24,NULL
2024-FC-9388,UndergroundStorageTanks,ER,METOLIUS MARKET LLC,11959,"3777 SW CULVER HWY METOLIOUS, OR 97741-8818",16-11959-2019-TEMP,Field Citation,1400,20217,II,340-150-0052,"Failure to apply for a modified general permit registration certificate when there is a change of permittee, tank owner or property owner.",(A3) General Permit Requirements,5/29/24,6/28/24,NULL
2024-FC-9388,UndergroundStorageTanks,ER,METOLIUS MARKET LLC,11959,"3777 SW CULVER HWY METOLIOUS, OR 97741-8818",16-11959-2019-TEMP,Field Citation,1400,20218,II,340-150-0210(2),Failure to have a trained UST System Operator for an UST facility or to provide emergency response information.,(A5a) General Permit Requirements,5/29/24,6/28/24,NULL
2024-FC-9388,UndergroundStorageTanks,ER,METOLIUS MARKET LLC,11959,"3777 SW CULVER HWY METOLIOUS, OR 97741-8818",16-11959-2019-TEMP,Field Citation,1400,20219,I,340-150-0400(1)(a) 340-150-0008(8),Failure to operate or maintain a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(G2) General Release Detection - TCR,5/29/24,6/28/24,NULL
2024-FC-9388,UndergroundStorageTanks,ER,METOLIUS MARKET LLC,11959,"3777 SW CULVER HWY METOLIOUS, OR 97741-8818",16-11959-2019-TEMP,Field Citation,1400,20221,II,340-150-0167 (2),"Failure to submit a request for chance-in-service, a request to return to operational status or an application to extend temporary closure at least 30 days before a temporary closure certificate expires",(A12) General Permit Requirements,5/29/24,6/28/24,NULL
2024-FC-9388,UndergroundStorageTanks,ER,METOLIUS MARKET LLC,11959,"3777 SW CULVER HWY METOLIOUS, OR 97741-8818",16-11959-2019-TEMP,Field Citation,1400,20222,II,340-150-0135 (2),"Failure to allow access at reasonable time to interview persons, inspect equipment and site conditions, collect samples, take still or video pictures, conduct an investigation or review and copy records.",(A14) General Permit Requirements,5/29/24,6/28/24,NULL
2024-FC-9482,UndergroundStorageTanks,NWR,N & S OIL LLC (DELTA PARK CHEVRON),1133,"9950 N WHITAKER RD PORTLAND, OR 97217-7702",26-1133-2024-OPER,Field Citation,1200,20368,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,7/31/24,NULL,NULL
2024-FC-9540,UndergroundStorageTanks,ER,"ADVANCED AUTO 4X4, INC. an OREGON CORPOR",3459,"207 S RIVER ST ENTERPRISE, OR 97828",32-3459-2024-OPER,Field Citation,450,20479,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,8/1/24,9/17/24,NULL
2024-FC-9540,UndergroundStorageTanks,ER,"ADVANCED AUTO 4X4, INC. an OREGON CORPOR",3459,"207 S RIVER ST ENTERPRISE, OR 97828",32-3459-2024-OPER,Field Citation,450,20480,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,8/1/24,9/17/24,NULL
2024-FC-9540,UndergroundStorageTanks,ER,"ADVANCED AUTO 4X4, INC. an OREGON CORPOR",3459,"207 S RIVER ST ENTERPRISE, OR 97828",32-3459-2024-OPER,Field Citation,450,20481,II,340-150-0160 (8),Failing to ensure DEQ licensed supervisors oversaw UST services work.,(A8b) General Permit Requirements,8/1/24,9/17/24,NULL
2024-FC-9546,UndergroundStorageTanks,ER,WASHBURN MARKET,703,"3301 Washburn Way Klamath Falls, OR 97603",18-703-2024-OPER,Field Citation,150,20494,I,340-150-0310(2),"Failure to maintain operational overfill prevention equipment.  Failure to repair or replace overfill equipment that is defective, improperly installed, damaged or may have been tampered with in a manner that prevents proper operation.",(C2b) Spill and Overfill Prevention - TCR,12/6/23,12/6/23,NULL
2024-FC-9546,UndergroundStorageTanks,ER,WASHBURN MARKET,703,"3303 WASHBURN WAY KLAMATH FALLS, OR 97601",18-703-2024-OPER,Field Citation,150,20494,I,340-150-0310(2),"Failure to maintain operational overfill prevention equipment.  Failure to repair or replace overfill equipment that is defective, improperly installed, damaged or may have been tampered with in a manner that prevents proper operation.",(C2b) Spill and Overfill Prevention - TCR,12/6/23,12/6/23,NULL
2024-FC-9553,UndergroundStorageTanks,ER,ENTERPRISE CHEVRON LLC,2991,"111 NW 1ST ENTERPRISE, OR 97828",32-2991-2024-OPER,Field Citation,1500,20514,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,8/1/24,9/24/24,NULL
2024-FC-9553,UndergroundStorageTanks,ER,ENTERPRISE CHEVRON LLC,2991,"111 NW 1ST ENTERPRISE, OR 97828",32-2991-2024-OPER,Field Citation,1500,20515,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,8/1/24,9/24/24,NULL
2024-FC-9553,UndergroundStorageTanks,ER,ENTERPRISE CHEVRON LLC,2991,"111 NW 1ST ENTERPRISE, OR 97828",32-2991-2024-OPER,Field Citation,1500,20516,I,340-150-0310(8)(b),Failure to test spill prevention equipment at least once every 3 years,(C1e) Spill and Overfill Prevention,8/1/24,9/24/24,NULL
2024-FC-9553,UndergroundStorageTanks,ER,ENTERPRISE CHEVRON LLC,2991,"111 NW 1ST ENTERPRISE, OR 97828",32-2991-2024-OPER,Field Citation,1500,20517,I,340-150-0310(9),Failure to inspect overfill equipment at least once every 3 years.,(C2c) Spill and Overfill Prevention-TCR,8/1/24,9/24/24,NULL
2024-FC-9553,UndergroundStorageTanks,ER,ENTERPRISE CHEVRON LLC,2991,"111 NW 1ST ENTERPRISE, OR 97828",32-2991-2024-OPER,Field Citation,1500,20518,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,8/1/24,9/24/24,NULL
2024-FC-9553,UndergroundStorageTanks,ER,ENTERPRISE CHEVRON LLC,2991,"111 NW 1ST ENTERPRISE, OR 97828",32-2991-2024-OPER,Field Citation,1500,20519,II,340-150-0325(3),Failure to inspect impressed current corrosion protection system every 60 days.,(D6) Corrosion Protection - TCR,8/1/24,9/24/24,NULL
2024-FC-9562,UndergroundStorageTanks,ER,VALLEY WIDE COOPERATIVE INC.,106,"18 N 2ND ST NYSSA, OR 97913",23-106-2024-OPER,Field Citation,1050,20536,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,7/1/24,9/26/24,NULL
2024-FC-9562,UndergroundStorageTanks,ER,VALLEY WIDE COOPERATIVE INC.,106,"18 N 2ND ST NYSSA, OR 97913",23-106-2024-OPER,Field Citation,1050,20537,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,7/1/24,9/26/24,NULL
2024-FC-9562,UndergroundStorageTanks,ER,VALLEY WIDE COOPERATIVE INC.,106,"18 N 2ND ST NYSSA, OR 97913",23-106-2024-OPER,Field Citation,1050,20538,I,340-150-0310(1),"Failure to repair or replace spill prevention device that is not properly maintained, is defective, is damaged or may have been tampered with in a manner that prevents proper operation.",(C1c) Spill and Overfill Prevention - TCR,7/1/24,9/26/24,NULL
2024-FC-9562,UndergroundStorageTanks,ER,VALLEY WIDE COOPERATIVE INC.,106,"18 N 2ND ST NYSSA, OR 97913",23-106-2024-OPER,Field Citation,1050,20539,I,340-150-0006 (1),Failure to comply with a rule or requirement in OAR 340 – Division 150 not otherwise classified in Sections A through L of this Compliance and Enforcement Guidance Manual.,(A11) General Permit Requirements,7/1/24,9/26/24,NULL
2024-FC-9562,UndergroundStorageTanks,ER,VALLEY WIDE COOPERATIVE INC.,106,"18 N 2ND ST NYSSA, OR 97913",23-106-2024-OPER,Field Citation,1050,20540,I,340-150-0163(1)(f),Failure to report a suspected release.,(L1) Spills and Releases Div 150 - TCR,7/1/24,9/26/24,NULL
2024-FC-9567,UndergroundStorageTanks,ER,"EP MINERALS, LLC",2732,"2630 GRAHAM BLVD. VALE, OR 97918",23-2732-2024-OPER,Field Citation,1500,20549,II,340-150-0160 (2),Allowing tank services to be performed by a person or company not licensed by the DEQ.,(A8a) General Permit Requirements,7/1/24,9/30/24,NULL
2024-FC-9567,UndergroundStorageTanks,ER,"EP MINERALS, LLC",2732,"2630 GRAHAM BLVD. VALE, OR 97918",23-2732-2024-OPER,Field Citation,1500,20550,II,340-150-0160 (8),Failing to ensure DEQ licensed supervisors oversaw UST services work.,(A8b) General Permit Requirements,7/1/24,9/30/24,NULL
2024-FC-9567,UndergroundStorageTanks,ER,"EP MINERALS, LLC",2732,"2630 GRAHAM BLVD. VALE, OR 97918",23-2732-2024-OPER,Field Citation,1500,20552,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,7/1/24,9/30/24,NULL
2024-FC-9567,UndergroundStorageTanks,ER,"EP MINERALS, LLC",2732,"2630 GRAHAM BLVD. VALE, OR 97918",23-2732-2024-OPER,Field Citation,1500,20553,I,340-150-0310(8)(b),Failure to test spill prevention equipment at least once every 3 years,(C1e) Spill and Overfill Prevention,7/1/24,9/30/24,NULL
2024-FC-9567,UndergroundStorageTanks,ER,"EP MINERALS, LLC",2732,"2630 GRAHAM BLVD. VALE, OR 97918",23-2732-2024-OPER,Field Citation,1500,20554,I,340-150-0310(2),Failure to install overfill prevention equipment that automatically shuts off flow into the UST when UST is 95% full or that restricts flow or alerts the person filling the tank when UST is 90% full.,(C2a) Spill and Overfill Prevention - TCR,7/1/24,9/30/24,NULL
2024-FC-9567,UndergroundStorageTanks,ER,"EP MINERALS, LLC",2732,"2630 GRAHAM BLVD. VALE, OR 97918",23-2732-2024-OPER,Field Citation,1500,20555,I,340-150-0310(9),Failure to inspect overfill equipment at least once every 3 years.,(C2c) Spill and Overfill Prevention-TCR,7/1/24,9/30/24,NULL
2024-FC-9567,UndergroundStorageTanks,ER,"EP MINERALS, LLC",2732,"2630 GRAHAM BLVD. VALE, OR 97918",23-2732-2024-OPER,Field Citation,1500,20556,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,7/1/24,9/30/24,NULL
2024-FC-9567,UndergroundStorageTanks,ER,"EP MINERALS, LLC",2732,"2630 GRAHAM BLVD. VALE, OR 97918",23-2732-2024-OPER,Field Citation,1500,20557,II,340-150-0168(3),Failure to complete a site assessment when completing a change in service or permanent decommissioning,(M5) Decommissioning,7/1/24,9/30/24,NULL
2024-FC-9576,UndergroundStorageTanks,ER,WALLOWA COUNTY GRAIN GROWERS,10955,"152 HWY 82 LOSTINE, OR 97857",32-10955-2024-OPER,Field Citation,300,20571,I,340-150-0325(2)(b),Failure to conduct one of the 3-year corrosion protection tests within the last six years.,(D5c) Corrosion Protection - Non TCR,8/1/24,10/1/24,NULL
2024-FC-9576,UndergroundStorageTanks,ER,WALLOWA COUNTY GRAIN GROWERS,10955,"152 HWY 82 LOSTINE, OR 97857",32-10955-2024-OPER,Field Citation,300,20572,II,340-150-0160 (8),Failing to ensure DEQ licensed supervisors oversaw UST services work.,(A8b) General Permit Requirements,8/1/24,10/1/24,NULL
2024-FC-9577,UndergroundStorageTanks,ER,ATHENA ONE-STOP,236,"457 E. MAIN ST ATHENA, OR 97813-6040",30-236-2024-OPER,Field Citation,1500,20573,NULL,340-150-0210(2),Failure to have a trained UST System Operator for an UST facility or to provide emergency response information.,(A5a) General Permit Requirements,9/5/24,10/1/24,NULL
2024-FC-9577,UndergroundStorageTanks,ER,ATHENA ONE-STOP,236,"457 E. MAIN ST ATHENA, OR 97813-6040",30-236-2024-OPER,Field Citation,1500,20574,NULL,340-150-0210 (10)(b),Failure to provide documentation of compliance with operator training upon request,(A5b) General Permit Requirements,9/5/24,10/1/24,NULL
2024-FC-9577,UndergroundStorageTanks,ER,ATHENA ONE-STOP,236,"457 E. MAIN ST ATHENA, OR 97813-6040",30-236-2024-OPER,Field Citation,1500,20575,NULL,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,9/5/24,10/1/24,NULL
2024-FC-9577,UndergroundStorageTanks,ER,ATHENA ONE-STOP,236,"457 E. MAIN ST ATHENA, OR 97813-6040",30-236-2024-OPER,Field Citation,1500,20576,NULL,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,9/5/24,10/1/24,NULL
2024-FC-9577,UndergroundStorageTanks,ER,ATHENA ONE-STOP,236,"457 E. MAIN ST ATHENA, OR 97813-6040",30-236-2024-OPER,Field Citation,1500,20577,NULL,340-150-0310(8)(b),Failure to test spill prevention equipment at least once every 3 years,(C1e) Spill and Overfill Prevention,9/5/24,10/1/24,NULL
2024-FC-9577,UndergroundStorageTanks,ER,ATHENA ONE-STOP,236,"457 E. MAIN ST ATHENA, OR 97813-6040",30-236-2024-OPER,Field Citation,1500,20578,NULL,340-150-0400(1)(a),Failure to operate or maintain a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(J8.2) Interstitial - SOC,9/5/24,10/1/24,NULL
2024-FC-9577,UndergroundStorageTanks,ER,ATHENA ONE-STOP,236,"457 E. MAIN ST ATHENA, OR 97813-6040",30-236-2024-OPER,Field Citation,1500,20579,NULL,340-150-0400(1)(c),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamp",(H2.5) Release Detection Pressure Piping - Non TCR,9/5/24,10/1/24,NULL
2024-FC-9577,UndergroundStorageTanks,ER,ATHENA ONE-STOP,236,"457 E. MAIN ST ATHENA, OR 97813-6040",30-236-2024-OPER,Field Citation,1500,20580,NULL,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,9/5/24,10/1/24,NULL
2024-FC-9582,UndergroundStorageTanks,ER,FARMERS SUPPLY CO-OP,9325,"589 'A' ST W VALE, OR 97918",23-9325-2024-OPER,Field Citation,100,20586,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,7/1/24,10/2/24,NULL
2024-FC-9582,UndergroundStorageTanks,ER,FARMERS SUPPLY CO-OP,9325,"589 'A' ST W VALE, OR 97918",23-9325-2024-OPER,Field Citation,100,20587,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,7/1/24,10/2/24,NULL
2024-FC-9583,UndergroundStorageTanks,ER,QWEST CORPORATION dba CENTURYLINE QC (R0,5582,"225 SW 2ND ST ONTARIO, OR 97914",23-5582-2024-OPER,Field Citation,150,20588,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,7/1/24,10/2/24,NULL
2024-FC-9583,UndergroundStorageTanks,ER,QWEST CORPORATION dba CENTURYLINE QC (R0,5582,"225 SW 2ND ST ONTARIO, OR 97914",23-5582-2024-OPER,Field Citation,150,20589,I,340-150-0410(5),Failure to perform line tightness test at least once every 3 years or failure to verify safe suction.,(H1.6a) Release Detection Suction Piping - TCR,7/1/24,10/2/24,NULL
2024-FC-9584,UndergroundStorageTanks,ER,M&W EXPRESS,5460,"101 THUNDEREGG BLVD NYSSA, OR 97913",23-5460-2024-OPER,Field Citation,650,20590,I,340-150-0310(8)(b),Failure to test spill prevention equipment at least once every 3 years,(C1e) Spill and Overfill Prevention,7/1/24,10/2/24,NULL
2024-FC-9584,UndergroundStorageTanks,ER,M&W EXPRESS,5460,"101 THUNDEREGG BLVD NYSSA, OR 97913",23-5460-2024-OPER,Field Citation,650,20591,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,7/1/24,10/2/24,NULL
2024-FC-9584,UndergroundStorageTanks,ER,M&W EXPRESS,5460,"101 THUNDEREGG BLVD NYSSA, OR 97913",23-5460-2024-OPER,Field Citation,650,20592,I,340-150-0210(2),Failure to have a trained UST System Operator for an UST facility or to provide emergency response information.,(A5a) General Permit Requirements,7/1/24,10/2/24,NULL
